method_id , masked_method_id ,	prediction_size ,	is_perfect_prediction RoBERTa , is_perfect_prediction baseline
1131893,8659809,2,True,True
1131893,8659814,1,False,False
1131893,8659815,1,False,False
1131894,8659816,1,True,False
1131894,8659817,1,True,False
1131897,8659890,9,False,False
1131897,8659892,9,False,False
1131900,8659985,5,True,False
1131900,8659986,5,True,False
1131900,8659987,5,False,False
1131900,8659988,1,True,False
1131900,8659989,1,True,True
1131902,8660032,3,False,False
1131902,8660033,7,False,False
1131902,8660034,1,True,False
1131903,8660043,1,True,False
1131903,8660046,3,False,False
1131903,8660047,1,False,False
1131904,8660053,3,True,False
1131904,8660055,3,True,False
1131904,8660056,3,False,False
1131905,8660098,7,False,False
1131905,8660099,5,False,False
1131907,8660118,5,False,False
1131907,8660120,7,False,False
1131913,8660291,2,True,True
1131913,8660292,1,True,False
1131915,8660344,1,False,False
1131915,8660345,5,False,False
1131915,8660346,1,False,False
1131915,8660347,1,False,False
1131918,8660363,3,True,False
1131918,8660364,3,False,False
1131918,8660365,5,False,False
1131918,8660366,3,False,False
1131919,8660367,7,False,False
1131919,8660368,7,False,False
1131919,8660370,1,True,False
1131919,8660371,7,False,False
1131919,8660373,1,True,False
1131921,8660395,7,False,False
1131921,8660396,7,True,False
1131921,8660397,1,True,False
1131922,8660399,3,False,False
1131922,8660400,3,False,False
1131922,8660401,8,False,False
1131922,8660402,5,False,False
1131922,8660403,1,True,False
1131923,8660405,7,True,False
1131923,8660407,3,True,False
1131923,8660408,1,True,False
1131923,8660409,3,True,False
1131924,8660413,1,False,False
1131925,8660415,5,False,False
1131925,8660416,3,False,False
1131925,8660417,4,False,False
1131925,8660418,8,False,False
1131925,8660420,1,False,False
1131926,8660422,3,False,False
1131926,8660427,1,False,False
1131926,8660428,3,False,False
1131928,8660484,4,False,False
1131928,8660485,4,True,False
1131928,8660486,4,True,False
1131928,8660487,4,False,False
1131928,8660488,4,False,False
1131928,8660489,4,False,False
1131933,8660729,2,False,False
1131933,8660731,1,True,False
1131933,8660733,5,False,False
1131933,8660735,1,True,False
1131935,8660826,3,False,False
1131935,8660828,5,False,False
1131937,8660910,2,True,True
1131937,8660911,3,False,False
1131937,8660912,1,False,False
1131938,8660919,3,True,False
1131938,8660921,3,False,False
1131939,8660970,3,True,True
1131939,8660971,1,False,False
1131939,8660972,1,False,True
1131940,8661142,6,False,False
1131940,8661145,3,False,False
1131940,8661146,1,True,True
1131940,8661147,1,True,True
1131940,8661149,3,False,False
1131940,8661150,9,False,False
1131942,8661193,5,False,False
1131942,8661194,1,True,True
1131943,8661256,1,False,False
1131943,8661257,1,False,False
1131943,8661258,5,False,False
1131945,8661506,5,False,False
1131945,8661509,3,False,False
1131945,8661510,1,False,False
1131945,8661511,5,False,False
1131946,8661539,5,False,False
1131947,8661547,3,False,False
1131947,8661548,3,False,False
1131948,8661553,1,True,True
1131949,8661563,10,False,False
1131949,8661564,1,True,False
1131950,8661576,5,True,True
1131950,8661577,5,True,False
1131950,8661578,5,False,True
1131950,8661579,10,False,False
1131950,8661580,10,False,False
1131950,8661581,10,False,False
1131951,8661688,3,True,True
1131951,8661689,3,True,False
1131951,8661690,3,True,False
1131951,8661691,3,True,True
1131951,8661692,3,True,False
1131951,8661693,3,True,True
1131952,8661775,3,True,True
1131952,8661776,3,True,False
1131952,8661777,2,True,True
1131952,8661778,10,False,False
1131952,8661780,1,True,True
1131953,8661806,3,True,True
1131953,8661807,3,True,False
1131954,8661943,1,True,False
1131957,8662403,7,False,False
1131958,8662422,5,False,False
1131964,8662894,1,True,False
1131964,8662895,1,True,False
1131965,8662904,7,False,False
1131965,8662905,1,True,False
1131966,8663017,3,False,False
1131966,8663018,1,True,True
1131967,8663142,3,False,False
1131967,8663143,9,False,False
1131967,8663145,3,False,True
1131967,8663146,3,False,False
1131967,8663148,1,True,False
1131970,8663383,5,True,False
1131970,8663384,7,False,False
1131970,8663385,1,False,False
1131971,8663479,4,False,False
1131971,8663482,8,False,False
1131972,8663674,10,True,False
1131972,8663675,1,True,True
1131972,8663676,1,True,False
1131973,8663700,1,True,True
1131973,8663701,1,True,True
1131974,8663740,1,False,False
1131974,8663741,1,False,False
1131977,8663931,3,False,False
1131978,8663936,5,True,True
1131978,8663938,3,True,False
1131978,8663939,3,True,False
1131978,8663940,1,True,False
1131978,8663941,5,False,False
1131978,8663942,1,True,False
1131978,8663944,3,False,False
1131983,8664560,1,False,False
1131983,8664561,1,True,False
1131984,8664590,3,True,False
1131984,8664591,1,True,False
1131984,8664592,1,True,True
1131986,8665143,7,False,False
1131986,8665144,3,False,False
1131986,8665146,3,False,False
1131986,8665147,1,False,False
1131987,8665150,3,False,False
1131987,8665151,3,True,False
1131987,8665152,3,False,False
1131987,8665153,3,True,False
1131987,8665154,3,False,False
1131990,8665241,3,False,False
1131990,8665242,1,True,True
1131990,8665243,5,False,False
1131990,8665244,2,False,False
1131990,8665245,1,True,False
1131990,8665246,1,True,False
1131990,8665247,1,False,False
1131990,8665249,1,True,False
1131991,8665421,1,True,True
1131992,8665435,5,False,False
1131992,8665436,1,True,True
1131992,8665437,5,True,True
1131992,8665438,1,True,False
1131995,8665797,1,True,False
1131995,8665798,1,False,False
1131997,8666090,3,False,False
1131997,8666091,5,False,False
1131997,8666093,5,False,False
1131998,8666454,3,False,False
1131998,8666455,3,False,False
1131999,8666618,3,False,False
1131999,8666619,3,True,False
1131999,8666621,1,True,False
1132000,8666626,3,False,False
1132000,8666627,3,False,False
1132000,8666628,10,False,False
1132000,8666629,1,True,False
1132000,8666631,2,False,False
1132001,8666641,5,False,False
1132001,8666642,7,False,False
1132001,8666643,7,False,False
1132001,8666644,9,False,False
1132001,8666645,7,False,False
1132001,8666646,7,False,False
1132002,8666657,3,True,True
1132003,8666700,3,False,False
1132003,8666701,3,False,False
1132005,8666888,5,False,False
1132007,8667099,7,False,False
1132007,8667100,1,True,False
1132008,8667108,3,False,False
1132008,8667109,2,False,False
1132008,8667110,1,True,False
1132008,8667111,7,False,False
1132008,8667112,3,False,False
1132010,8667187,6,False,False
1132010,8667191,1,False,False
1132016,8667442,10,False,False
1132016,8667443,7,False,False
1132016,8667446,5,False,False
1132016,8667447,5,False,False
1132016,8667448,5,True,False
1132016,8667450,1,False,False
1132017,8667498,3,True,True
1132018,8667620,8,False,False
1132018,8667621,3,False,False
1132018,8667622,3,False,False
1132018,8667623,1,False,False
1132019,8667630,3,True,False
1132019,8667631,3,False,False
1132019,8667632,3,False,False
1132020,8667673,3,False,False
1132020,8667674,3,False,False
1132020,8667675,1,True,False
1132020,8667677,1,True,False
1132021,8667878,1,True,False
1132021,8667879,1,False,False
1132021,8667880,1,True,False
1132021,8667881,3,False,False
1132023,8667951,7,False,False
1132024,8667965,2,False,True
1132024,8667967,1,True,True
1132027,8668090,1,True,False
1132027,8668091,5,False,False
1132028,8669645,6,False,False
1132028,8669646,1,True,True
1132029,8669682,9,False,False
1132029,8669683,1,True,True
1132031,8669705,1,False,False
1132032,8669766,3,False,False
1132032,8669769,1,True,True
1132032,8669770,1,False,True
1132033,8669789,3,False,False
1132033,8669791,3,False,False
1132033,8669793,5,False,False
1132034,8669818,5,False,False
1132034,8669820,7,False,False
1132035,8669826,1,True,True
1132036,8669830,1,True,True
1132036,8669832,3,False,False
1132038,8669858,1,False,False
1132040,8669908,3,False,False
1132040,8669909,3,False,False
1132040,8669910,3,False,False
1132040,8669911,3,False,False
1132040,8669918,1,True,False
1132040,8669920,1,True,False
1132041,8669930,1,True,False
1132042,8669937,7,False,False
1132042,8669938,7,False,False
1132043,8669947,4,False,False
1132043,8669948,1,True,False
1132043,8669950,1,False,False
1132044,8669966,1,True,True
1132044,8669967,1,False,False
1132046,8670118,1,True,True
1132046,8670119,1,True,False
1132046,8670121,1,True,False
1132047,8670127,3,True,False
1132049,8670237,1,True,False
1132049,8670239,1,False,False
1132051,8670257,3,False,False
1132052,8670387,1,True,False
1132052,8670388,7,False,False
1132052,8670389,7,False,False
1132052,8670390,1,True,True
1132052,8670391,1,True,True
1132053,8670425,2,True,False
1132053,8670426,3,True,False
1132054,8670444,2,True,True
1132054,8670447,3,False,False
1132054,8670449,1,False,False
1132057,8670722,3,True,False
1132057,8670723,3,True,False
1132057,8670724,3,True,False
1132057,8670725,1,True,True
1132057,8670726,1,True,False
1132057,8670727,1,True,False
1132057,8670728,1,True,False
1132057,8670729,1,True,False
1132058,8670741,3,False,False
1132058,8670742,1,False,False
1132059,8670859,3,False,False
1132059,8670860,7,False,False
1132059,8670861,1,True,False
1132060,8670928,5,False,False
1132060,8670931,7,False,False
1132060,8670933,1,True,False
1132060,8670937,5,False,False
1132062,8671271,6,False,False
1132062,8671272,1,True,False
1132063,8671279,5,False,False
1132066,8671508,3,False,False
1132066,8671509,8,False,False
1132066,8671510,1,True,False
1132066,8671511,1,True,False
1132066,8671512,1,False,False
1132066,8671513,1,True,True
1132069,8671604,1,True,False
1132069,8671605,7,False,False
1132071,8671682,2,False,False
1132071,8671683,6,False,False
1132072,8671712,1,True,False
1132072,8671713,7,False,False
1132075,8671908,1,True,True
1132075,8671909,3,False,False
1132075,8671910,3,False,False
1132077,8671999,1,True,False
1132077,8672000,1,True,True
1132077,8672001,5,True,True
1132077,8672003,5,True,False
1132077,8672006,1,True,False
1132080,8672194,3,True,False
1132080,8672195,3,False,False
1132080,8672198,1,False,False
1132080,8672199,1,True,False
1132080,8672200,1,True,False
1132080,8672201,1,False,False
1132082,8672536,6,True,False
1132082,8672537,2,False,False
1132082,8672538,1,True,False
1132082,8672539,1,True,False
1132082,8672540,1,True,False
1132082,8672541,1,False,False
1132084,8672619,5,True,False
1132084,8672620,1,False,False
1132084,8672623,5,True,False
1132084,8672625,9,False,False
1132084,8672626,3,False,False
1132086,8672739,3,False,False
1132086,8672740,7,False,False
1132086,8672741,7,False,False
1132086,8672742,2,True,False
1132086,8672743,9,False,False
1132086,8672744,3,True,True
1132086,8672745,4,False,False
1132086,8672746,1,True,False
1132088,8672820,5,False,True
1132088,8672821,8,False,False
1132088,8672822,3,False,False
1132088,8672823,3,False,False
1132088,8672824,3,False,False
1132090,8673200,1,True,True
1132090,8673201,5,True,False
1132091,8673349,6,False,False
1132091,8673350,4,False,True
1132091,8673351,1,True,False
1132093,8673413,7,False,False
1132093,8673414,5,False,False
1132098,8673918,3,False,False
1132098,8673922,1,True,False
1132098,8673924,3,False,False
1132098,8673925,1,True,False
1132098,8673926,1,True,False
1132099,8674041,3,False,False
1132099,8674045,3,False,False
1132099,8674046,3,False,False
1132099,8674047,5,False,False
1132100,8674119,3,True,False
1132100,8674120,3,False,False
1132100,8674121,3,False,False
1132101,8674187,6,False,False
1132101,8674188,1,True,False
1132101,8674189,1,True,False
1132101,8674190,3,False,False
1132101,8674191,4,False,False
1132103,8674514,3,False,False
1132103,8674516,3,False,False
1132103,8674517,1,True,False
1132103,8674518,5,False,False
1132103,8674520,1,False,False
1132103,8674521,1,True,False
1132103,8674522,10,False,False
1132103,8674523,1,False,False
1132104,8674707,3,True,False
1132104,8674709,1,True,False
1132105,8674729,1,False,False
1132107,8674899,1,True,False
1132107,8674902,1,True,False
1132107,8674903,5,False,False
1132107,8674904,5,False,False
1132110,8675156,8,False,False
1132110,8675157,8,False,False
1132110,8675159,1,True,True
1132110,8675160,1,True,False
1132110,8675161,1,True,False
1132111,8675168,3,False,False
1132111,8675170,3,True,False
1132111,8675171,9,False,False
1132111,8675172,4,False,False
1132111,8675174,1,False,False
1132111,8675175,1,True,False
1132113,8675418,3,False,False
1132113,8675419,3,False,False
1132113,8675420,1,True,False
1132115,8675644,2,True,True
1132115,8675646,7,False,False
1132118,8675965,3,False,False
1132118,8675966,2,True,False
1132118,8675967,2,False,False
1132118,8675968,5,False,False
1132118,8675969,5,False,False
1132118,8675970,1,True,False
1132118,8675971,3,False,False
1132118,8675972,8,False,False
1132119,8675994,3,True,False
1132119,8675995,7,False,False
1132119,8675997,7,False,False
1132119,8675998,1,True,True
1132119,8676000,1,True,False
1132120,8676006,3,True,False
1132120,8676007,3,True,False
1132120,8676009,3,True,False
1132122,8676100,6,False,False
1132122,8676103,9,False,False
1132122,8676104,1,True,False
1132122,8676105,5,False,False
1132122,8676106,1,True,False
1132125,8676181,5,False,False
1132125,8676189,1,True,False
1132127,8676208,9,False,False
1132127,8676210,3,True,True
1132127,8676214,5,False,False
1132127,8676215,6,False,False
1132128,8677310,6,False,False
1132128,8677312,1,False,False
1132131,8677684,2,False,False
1132131,8677688,9,False,False
1132131,8677690,1,False,False
1132131,8677692,5,False,False
1132131,8677693,6,False,False
1132132,8677717,5,True,False
1132132,8677719,3,False,False
1132132,8677720,5,False,False
1132137,8677985,6,False,False
1132137,8677986,1,False,False
1132137,8677989,1,True,True
1132138,8677995,7,False,False
1132138,8677996,3,True,False
1132140,8678067,5,True,True
1132140,8678071,1,True,True
1132143,8678352,7,False,False
1132143,8678353,5,True,True
1132143,8678354,1,False,False
1132143,8678357,1,True,True
1132144,8678378,3,False,False
1132145,8678448,3,True,False
1132145,8678449,7,False,False
1132146,8678463,7,False,False
1132147,8678465,3,False,False
1132147,8678466,5,False,False
1132149,8678766,3,False,False
1132149,8678767,3,True,True
1132151,8678829,1,True,True
1132151,8678830,7,False,False
1132152,8678984,1,True,False
1132153,8679016,5,False,False
1132153,8679018,1,True,False
1132153,8679019,5,False,False
1132156,8679164,5,True,False
1132156,8679169,9,False,False
1132160,8679541,1,True,False
1132162,8679616,3,True,False
1132162,8679617,3,False,False
1132164,8679647,5,False,False
1132165,8679664,5,False,False
1132165,8679667,1,False,False
1132165,8679668,3,False,False
1132165,8679669,1,False,False
1132165,8679670,1,True,False
1132165,8679671,3,False,False
1132168,8679819,7,False,False
1132168,8679820,3,True,False
1132168,8679822,1,True,False
1132169,8679874,3,True,True
1132169,8679875,3,False,False
1132169,8679876,9,False,False
1132169,8679877,1,True,True
1132169,8679878,1,True,True
1132169,8679879,1,True,True
1132169,8679880,1,True,True
1132169,8679881,3,False,False
1132169,8679883,3,False,False
1132171,8679938,1,True,False
1132172,8679939,5,False,False
1132172,8679941,1,True,False
1132172,8679942,1,False,False
1132174,8680071,1,False,False
1132174,8680072,3,False,False
1132174,8680073,3,False,True
1132174,8680074,3,False,False
1132174,8680075,5,False,False
1132174,8680076,1,True,False
1132174,8680078,3,False,False
1132175,8680114,5,False,False
1132175,8680115,1,False,False
1132177,8680192,3,False,False
1132177,8680193,2,False,False
1132177,8680194,7,False,False
1132178,8680219,10,False,False
1132180,8680255,4,False,False
1132180,8680256,1,False,False
1132180,8680257,3,False,False
1132182,8680422,7,False,False
1132183,8680445,1,True,False
1132184,8680454,1,True,True
1132184,8680455,1,True,True
1132184,8680456,5,True,True
1132185,8680488,4,True,False
1132185,8680489,2,False,True
1132185,8680491,7,False,False
1132185,8680494,1,True,False
1132186,8680533,5,True,True
1132186,8680534,5,True,False
1132186,8680535,1,False,False
1132187,8680604,2,True,False
1132187,8680605,1,True,True
1132187,8680606,1,True,False
1132195,8681368,3,True,False
1132195,8681369,1,True,False
1132196,8681399,3,False,False
1132196,8681400,1,False,False
1132196,8681402,1,True,False
1132202,8681821,5,True,False
1132202,8681822,5,True,True
1132203,8681863,2,True,True
1132203,8681864,1,False,False
1132203,8681865,9,False,False
1132203,8681866,1,False,False
1132204,8681909,3,False,False
1132204,8681911,1,False,False
1132204,8681912,3,False,False
1132205,8681923,5,True,False
1132205,8681924,1,True,True
1132205,8681925,1,False,False
1132205,8681926,8,False,False
1132207,8682043,3,False,False
1132208,8682053,6,False,False
1132208,8682055,5,False,False
1132208,8682056,7,False,False
1132208,8682057,1,True,False
1132209,8682108,5,False,False
1132209,8682109,7,False,False
1132211,8682422,4,True,False
1132211,8682423,1,True,False
1132212,8682568,5,False,False
1132212,8682569,5,True,False
1132212,8682571,7,False,False
1132216,8682935,5,True,True
1132217,8682952,5,True,False
1132217,8682954,3,True,False
1132217,8682956,5,False,False
1132217,8682958,3,False,False
1132218,8682982,3,True,False
1132218,8682985,5,False,False
1132218,8682986,1,True,False
1132218,8682987,5,False,False
1132219,8683006,3,True,False
1132219,8683009,1,True,False
1132219,8683010,7,False,False
1132219,8683013,7,False,False
1132223,8683267,6,False,False
1132223,8683268,2,False,False
1132223,8683271,1,False,False
1132223,8683272,5,False,False
1132223,8683273,3,False,False
1132225,8683405,3,False,False
1132225,8683406,6,False,False
1132225,8683408,1,True,False
1132226,8683535,3,False,False
1132226,8683536,5,True,False
1132226,8683537,1,True,False
1132226,8683538,1,True,False
1132226,8683540,1,True,False
1132227,8683658,7,False,False
1132227,8683660,3,False,False
1132228,8683809,3,False,False
1132228,8683814,1,False,False
1132228,8683815,1,False,False
1132229,8684009,6,False,False
1132229,8684010,4,False,False
1132229,8684011,1,True,True
1132230,8684018,3,False,True
1132230,8684019,6,False,False
1132230,8684020,2,False,False
1132230,8684021,8,False,False
1132230,8684024,1,True,False
1132230,8684025,1,False,False
1132230,8684026,1,False,False
1132230,8684027,3,False,False
1132231,8684028,3,True,False
1132231,8684029,1,True,False
1132232,8684054,3,False,True
1132232,8684055,3,False,False
1132232,8684056,1,False,False
1132233,8684307,3,True,False
1132233,8684308,1,True,True
1132234,8684313,1,False,False
1132234,8684314,1,False,False
1132235,8684417,2,False,True
1132235,8684419,1,True,True
1132236,8684440,4,True,False
1132236,8684441,2,False,False
1132236,8684442,7,False,False
1132236,8684443,1,False,False
1132236,8684444,3,False,False
1132237,8684475,1,False,False
1132237,8684476,1,True,False
1132237,8684477,1,True,False
1132240,8684809,1,True,True
1132240,8684811,1,True,False
1132241,8684816,3,False,False
1132241,8684817,5,False,False
1132242,8684827,4,True,False
1132242,8684828,5,False,False
1132243,8684833,4,True,False
1132243,8684834,4,False,False
1132243,8684835,1,True,False
1132243,8684836,1,True,False
1132243,8684837,5,False,False
1132243,8684838,3,False,False
1132247,8685011,5,False,False
1132247,8685012,3,False,False
1132250,8685348,2,True,True
1132250,8685349,3,False,False
1132250,8685350,9,False,False
1132251,8685476,3,True,False
1132251,8685477,7,False,False
1132251,8685479,3,False,False
1132251,8685480,1,True,False
1132251,8685481,1,False,False
1132252,8685646,1,True,True
1132252,8685648,5,True,True
1132252,8685649,5,True,False
1132252,8685653,1,False,False
1132252,8685655,1,True,True
1132253,8685682,3,False,False
1132253,8685683,1,True,False
1132253,8685687,9,False,False
1132255,8685890,1,True,False
1132259,8686176,5,False,False
1132259,8686179,9,False,False
1132259,8686180,3,False,False
1132259,8686182,9,False,False
1132263,8686838,5,False,False
1132263,8686840,5,False,False
1132263,8686841,7,False,False
1132265,8686942,3,False,False
1132265,8686943,3,False,False
1132265,8686944,7,False,False
1132265,8686945,9,False,False
1132266,8686961,3,False,False
1132266,8686962,1,True,True
1132269,8687146,1,True,False
1132269,8687148,3,False,True
1132270,8687248,1,False,False
1132270,8687251,1,False,False
1132270,8687252,3,False,False
1132271,8687276,1,True,False
1132271,8687277,1,True,False
1132271,8687278,3,False,False
1132273,8687320,2,False,False
1132273,8687321,3,False,False
1132274,8687333,1,False,False
1132277,8687501,2,False,False
1132277,8687502,7,False,False
1132277,8687504,3,False,False
1132277,8687505,10,False,False
1132277,8687506,7,False,False
1132277,8687507,7,False,False
1132278,8687517,3,True,False
1132278,8687519,1,True,False
1132278,8687520,3,True,False
1132279,8687623,3,False,False
1132280,8687626,1,True,False
1132280,8687627,7,False,False
1132281,8687636,3,False,False
1132281,8687637,3,False,False
1132283,8688004,10,False,False
1132283,8688005,5,True,False
1132284,8688203,5,True,False
1132284,8688206,9,False,False
1132284,8688207,9,False,False
1132284,8688209,1,True,False
1132285,8688247,5,False,False
1132285,8688248,1,True,False
1132285,8688249,1,True,False
1132285,8688252,1,False,False
1132285,8688255,7,False,False
1132285,8688256,3,False,False
1132286,8688345,3,True,False
1132286,8688346,3,True,False
1132291,8688717,4,False,False
1132291,8688718,3,True,False
1132291,8688719,3,True,False
1132291,8688720,1,False,False
1132291,8688721,3,False,False
1132291,8688722,1,True,False
1132291,8688723,3,False,False
1132293,8689014,1,True,True
1132293,8689015,1,True,False
1132293,8689018,5,True,False
1132293,8689019,5,True,False
1132295,8689165,5,True,False
1132295,8689167,10,False,False
1132295,8689168,1,True,False
1132295,8689169,3,False,False
1132296,8689245,1,True,False
1132296,8689246,1,False,False
1132297,8689320,3,True,False
1132297,8689321,1,True,True
1132297,8689323,1,True,False
1132302,8689826,5,True,False
1132302,8689827,1,True,True
1132302,8689829,8,False,False
1132303,8689851,3,True,True
1132305,8689903,3,True,False
1132305,8689904,1,True,False
1132306,8689914,5,True,False
1132306,8689915,3,False,False
1132306,8689916,1,True,True
1132306,8689918,3,False,False
1132306,8689919,3,False,False
1132307,8689926,9,False,False
1132308,8689932,5,False,True
1132308,8689933,4,False,False
1132309,8689967,6,False,False
1132309,8689968,1,True,False
1132309,8689973,6,False,False
1132310,8689994,5,True,True
1132310,8689995,5,True,False
1132310,8689996,5,True,False
1132310,8689997,5,True,False
1132310,8689998,5,True,False
1132310,8689999,5,True,False
1132310,8690000,7,False,False
1132311,8690041,1,True,True
1132311,8690042,3,False,False
1132311,8690043,6,False,False
1132311,8690044,3,False,False
1132311,8690045,1,True,False
1132311,8690047,1,True,False
1132311,8690048,1,True,False
1132312,8690052,3,True,False
1132312,8690053,3,True,False
1132316,8690129,3,True,False
1132316,8690130,1,True,False
1132322,8690263,3,False,False
1132323,8690284,1,True,True
1132323,8690285,1,True,False
1132323,8690286,8,False,False
1132324,8690291,3,False,False
1132324,8690292,5,True,False
1132324,8690293,5,True,False
1132324,8690294,1,False,False
1132324,8690295,1,True,False
1132324,8690296,9,True,False
1132324,8690297,9,True,False
1132326,8690334,3,False,False
1132326,8690336,1,True,False
1132327,8690343,3,False,False
1132327,8690344,4,False,False
1132327,8690345,3,False,False
1132327,8690346,3,False,False
1132327,8690347,3,False,False
1132328,8690414,2,False,False
1132328,8690417,5,True,False
1132328,8690420,7,False,False
1132329,8690499,2,False,False
1132329,8690500,9,False,False
1132329,8690501,9,False,False
1132329,8690502,5,False,False
1132329,8690503,5,False,False
1132329,8690504,3,False,False
1132329,8690505,3,False,False
1132329,8690506,5,False,False
1132331,8690547,3,False,True
1132331,8690548,3,False,False
1132331,8690550,1,True,False
1132332,8690551,3,False,False
1132333,8690660,6,False,False
1132333,8690661,3,False,False
1132333,8690662,3,False,False
1132333,8690663,5,False,False
1132334,8690793,1,True,False
1132334,8690794,6,False,False
1132334,8690795,1,False,False
1132336,8690829,3,False,False
1132336,8690830,3,False,False
1132336,8690831,1,True,False
1132337,8690861,5,True,False
1132337,8690862,5,True,False
1132337,8690865,1,True,False
1132338,8690941,6,False,False
1132338,8690942,3,True,False
1132338,8690943,1,True,True
1132338,8690945,1,True,False
1132338,8690946,1,True,False
1132339,8690994,2,True,False
1132339,8690996,5,False,False
1132339,8690997,1,False,False
1132340,8691028,1,True,False
1132340,8691029,1,True,False
1132340,8691031,3,False,False
1132340,8691032,5,False,False
1132340,8691033,1,True,False
1132340,8691034,3,False,False
1132340,8691035,3,False,False
1132341,8691064,1,True,True
1132341,8691065,1,True,True
1132341,8691067,3,False,False
1132341,8691068,1,True,False
1132342,8691207,7,False,False
1132342,8691208,1,True,True
1132344,8691401,9,False,False
1132344,8691402,1,True,False
1132344,8691403,3,False,False
1132344,8691404,1,True,False
1132344,8691405,5,False,False
1132346,8691556,3,True,False
1132346,8691557,3,False,False
1132346,8691558,5,True,False
1132346,8691559,1,True,True
1132346,8691560,1,False,False
1132346,8691561,1,True,False
1132346,8691562,5,True,True
1132346,8691566,1,True,False
1132346,8691567,1,True,False
1132347,8691592,1,True,False
1132348,8691653,5,True,False
1132348,8691654,3,False,False
1132348,8691655,10,False,False
1132348,8691656,8,False,False
1132349,8691660,1,True,False
1132349,8691661,1,True,False
1132349,8691662,1,True,False
1132349,8691663,1,True,False
1132349,8691664,1,True,False
1132351,8691812,7,False,False
1132351,8691815,1,True,False
1132354,8691876,3,False,False
1132354,8691877,1,True,False
1132354,8691879,3,True,False
1132355,8691897,3,True,False
1132356,8691917,3,False,False
1132357,8691937,1,True,True
1132357,8691939,1,False,False
1132357,8691940,5,False,False
1132357,8691941,3,False,False
1132358,8692016,5,False,False
1132358,8692019,1,True,False
1132359,8692025,8,False,False
1132359,8692028,3,False,False
1132359,8692029,1,True,False
1132359,8692030,1,False,False
1132359,8692031,3,False,False
1132361,8692085,7,False,False
1132361,8692086,1,False,False
1132362,8692096,5,False,False
1132362,8692097,1,False,False
1132363,8692131,3,False,False
