method_id , masked_method_id ,	prediction_size ,	is_perfect_prediction RoBERTa , is_perfect_prediction baseline
586445,48041,9,False,False
586448,48050,12,False,False
586452,48085,19,False,False
586452,48086,9,False,False
586452,48087,11,False,False
586453,48089,5,False,False
586454,48091,10,False,False
586455,51347,9,False,False
586455,51348,9,False,False
586456,51351,9,False,False
586457,51353,22,False,False
586458,51355,6,False,False
586459,51357,26,False,False
586459,51358,13,False,False
586463,51377,18,False,False
586464,51379,9,False,False
586464,51380,18,False,False
586464,51381,17,False,False
586468,51388,10,False,False
586469,51390,8,False,False
586469,51391,11,False,False
586470,51393,5,True,False
586470,51394,13,False,False
586471,51396,4,True,False
586471,51398,15,False,False
586471,51399,4,False,False
586480,51429,2,False,False
586482,51438,19,False,False
586482,51439,9,False,False
586482,51440,8,False,False
586494,51495,15,False,False
586499,51501,9,False,False
586500,51504,7,False,False
586501,51507,10,False,False
586504,51519,10,False,False
586506,51537,14,False,False
586506,51538,14,False,False
586507,51540,14,False,False
586508,51542,9,False,False
586508,51543,9,False,False
586510,51549,9,False,False
586512,51558,8,False,False
586512,51559,6,False,False
586517,51579,5,False,False
586517,51580,5,False,False
586518,51582,8,False,False
586520,51596,25,False,False
586520,51597,11,False,False
586522,51600,10,False,False
586522,51601,15,False,False
586522,51602,13,False,False
586527,51608,29,False,False
586531,51633,15,False,False
586534,51645,12,False,False
586538,51672,26,False,False
586538,51673,9,False,True
586539,51677,5,False,False
586539,51678,5,False,True
586539,51679,9,False,False
586541,51682,14,False,False
586542,51685,25,False,False
586542,51686,11,False,False
586544,51693,7,False,False
586544,51694,14,False,False
586548,51703,11,False,False
586548,51704,9,False,False
586551,51712,17,False,False
586554,51717,11,False,False
586561,54809,7,False,False
586561,54811,9,False,False
586564,54818,11,False,False
586564,54819,6,False,False
586564,54820,10,False,False
586564,54821,11,False,False
586572,54843,10,False,False
586574,54846,10,False,False
586575,54848,15,False,False
586577,54856,7,False,False
586579,54859,24,False,False
586582,54869,34,False,False
586584,54871,12,False,False
586587,54878,6,False,False
586587,54879,21,False,False
586589,54888,15,False,False
586593,54903,13,False,False
586593,54904,9,False,False
586597,54932,18,False,False
586599,54938,3,False,False
586600,54939,11,False,False
586601,54942,15,False,False
586601,54943,13,False,False
586604,54947,13,False,False
586604,54948,33,False,False
586604,54949,11,False,False
586604,54950,8,False,False
586607,54957,16,False,False
586607,54958,5,True,True
586608,54960,5,True,True
586608,54962,5,True,True
586610,54965,10,False,False
586610,54966,9,False,True
586611,54968,9,False,False
586611,54969,9,False,False
586611,54970,9,False,False
586616,54993,22,False,False
586616,54994,5,True,True
586617,54997,12,False,False
586617,54998,10,False,False
586622,55006,12,False,False
586623,55008,11,False,False
586625,55011,18,False,False
586629,55018,5,False,False
586631,55040,13,False,False
586631,55041,13,False,False
586633,55061,16,False,False
586635,55068,20,False,False
586635,55069,20,False,False
586636,55071,14,False,False
586639,55079,9,False,False
586642,55116,9,False,False
586645,55132,16,False,False
586646,55133,14,False,False
586648,55137,5,False,True
586648,55138,14,False,False
586648,55139,5,True,False
586649,55140,21,False,False
586653,55165,9,False,False
586653,55166,13,False,False
586653,55167,8,False,False
586656,60011,13,False,False
586659,60015,4,False,True
586660,60019,9,False,False
586660,60020,19,False,False
586660,60021,11,False,False
586663,60026,9,False,False
586664,60028,24,False,False
586664,60029,9,False,False
586665,60031,16,False,False
586665,60032,9,False,False
586665,60033,14,False,False
586665,60034,7,False,False
586670,60057,9,False,True
586672,60060,12,False,False
586675,60065,11,False,False
586678,60069,3,True,False
586678,60070,3,True,False
586679,60072,16,False,False
586682,60078,7,False,False
586685,60096,19,False,False
586685,60097,10,False,False
586686,60099,17,False,False
586686,60100,9,False,False
586688,60102,9,False,False
586688,60103,15,False,False
586688,60104,9,False,False
586691,60119,9,False,False
586691,60120,9,False,False
586695,60128,12,False,False
586695,60129,5,True,False
586697,60134,15,False,False
586706,60156,39,False,False
586706,60157,25,False,False
586706,60158,7,False,False
586706,60159,6,False,False
586709,60163,13,False,False
586709,60164,8,False,False
586714,60188,9,False,False
586714,60189,10,False,False
586714,60190,8,False,False
586717,60213,7,False,False
586719,60219,13,False,False
586721,60226,14,False,False
586727,60249,36,False,False
586731,60263,16,False,False
586735,60268,16,False,False
586736,60271,9,False,False
586736,60272,9,False,False
586738,60275,16,False,False
586739,60278,11,False,False
586739,60279,8,False,False
586739,60280,15,False,False
586743,60289,5,False,False
586746,60294,40,False,False
586749,60304,15,False,False
586749,60305,15,False,False
586752,60323,4,True,True
586752,60324,14,False,False
586753,60326,16,False,False
586754,60329,12,False,False
586764,62852,23,False,False
586764,62853,8,False,False
586766,62856,22,False,False
586766,62857,9,False,False
586772,62882,18,False,False
586772,62883,5,False,False
586775,62890,20,False,False
586775,62891,9,False,False
586776,62892,13,False,False
586777,62893,12,False,False
586778,62895,31,False,False
586778,62896,16,False,False
586779,62898,5,False,True
586779,62899,15,False,False
586781,62907,20,False,False
586782,62909,13,False,False
586782,62910,9,False,False
586788,62955,23,False,False
586788,62956,23,False,False
586790,62960,20,False,False
586792,62964,27,False,False
586792,62965,8,False,False
586795,62971,8,False,False
586795,62972,2,False,False
586796,62974,9,False,False
586805,63017,28,False,False
586805,63018,17,False,False
586806,63020,5,False,False
586806,63021,8,False,False
586813,63050,9,False,False
586813,63051,10,False,False
586816,63064,14,False,False
586826,63089,23,False,False
586826,63090,5,True,False
586827,63092,13,False,False
586828,63093,11,False,False
586831,63103,10,False,False
586831,63104,17,False,False
586832,63107,13,False,False
586832,63108,23,False,False
586832,63109,20,False,False
586833,63111,14,False,False
586836,63120,10,False,False
586836,63121,15,False,False
586840,63137,6,False,False
586840,63138,16,False,False
586840,63139,8,False,False
586842,63145,13,False,False
586845,63153,3,True,False
586845,63154,3,True,False
586848,63161,2,False,False
586848,63162,12,False,False
586852,63178,8,False,False
586854,63198,15,False,False
586856,65698,22,False,False
586857,65700,5,False,False
586858,65702,21,False,False
586860,65707,2,True,False
586861,65711,8,False,False
586865,65743,8,False,False
586866,65745,5,True,False
586866,65746,5,True,True
586867,65748,14,False,False
586868,65750,6,False,False
586871,65758,5,False,False
586876,65782,15,False,False
586878,65785,5,False,True
586879,65787,4,True,False
586879,65788,23,False,False
586883,65806,23,False,False
586883,65807,8,False,False
586885,65810,14,False,False
586894,65885,9,False,False
586896,65889,17,False,False
586904,65911,22,False,False
586904,65912,7,False,False
586907,65920,16,False,False
586909,65923,20,False,False
586915,65940,8,False,False
586917,65942,9,False,False
586918,65945,8,False,False
586919,65946,18,False,False
586924,65971,4,False,False
586924,65972,11,False,False
586925,65975,9,False,False
586925,65976,11,False,False
586926,65978,9,False,False
586927,65980,12,False,False
586928,65983,9,False,False
586929,65985,4,False,False
586930,65987,3,False,False
586930,65988,13,False,False
586931,65990,13,False,False
586934,65998,10,False,False
586936,66001,3,False,False
586938,66025,18,False,False
586938,66026,8,False,False
586939,66028,12,False,False
586941,66037,10,False,False
586941,66038,10,False,False
586943,66040,11,False,False
586944,66042,7,False,False
586944,66044,7,False,False
586944,66045,12,False,False
586945,66047,5,False,False
586947,66050,23,False,False
586947,66051,10,False,False
586950,66055,26,False,False
586950,66056,8,True,False
586951,66058,15,False,False
586955,71000,8,False,False
586958,71020,31,False,False
586958,71021,19,False,False
586961,71027,9,False,False
586961,71028,13,False,False
586961,71029,11,False,False
586963,71032,18,False,False
586969,71071,5,True,True
586978,71105,15,False,False
586983,71116,3,False,False
586983,71117,3,False,False
586986,71124,12,False,False
586991,71133,10,False,False
586993,71135,12,False,False
587004,71179,9,False,False
587004,71180,33,False,False
587004,71181,5,True,False
587005,71183,9,False,False
587009,71211,16,False,False
587010,71213,26,False,False
587010,71214,29,False,False
587014,71230,16,False,False
587016,71234,3,False,False
587019,71241,14,False,False
587020,71244,31,False,False
587020,71245,10,False,False
587020,71246,6,False,False
587024,71254,14,False,False
587027,71260,17,False,False
587028,71263,8,False,False
587028,71264,2,False,False
587030,71267,11,False,False
587032,71272,11,False,False
587032,71273,11,False,False
587035,71291,5,True,True
587036,71293,5,False,True
587040,71306,26,False,False
587040,71307,17,False,False
587042,71317,23,False,False
587042,71318,10,False,False
587043,71320,20,False,False
587043,71321,8,False,False
587043,71322,8,False,False
587046,71330,17,False,False
587048,71341,9,False,False
587049,71343,15,False,False
587052,71353,21,False,False
587053,71355,22,False,False
587053,71356,14,False,False
587054,71358,19,False,False
587054,71359,6,False,False
587058,75019,5,True,True
587059,75020,19,False,False
587061,75029,14,False,False
587062,75031,12,False,False
587062,75032,9,False,False
587066,75035,11,False,False
587066,75036,8,False,False
587068,75040,15,False,False
587068,75041,9,False,False
587076,75072,5,True,True
587078,75076,11,False,False
587078,75078,11,False,False
587078,75079,11,False,False
587080,75087,9,False,False
587084,75104,26,False,False
587084,75105,18,False,False
587085,75107,15,False,False
587087,75108,14,False,False
587092,75115,15,False,False
587098,75132,18,False,False
587098,75133,9,False,False
587100,75140,21,False,False
587103,75145,16,False,False
587103,75146,5,True,True
587106,75153,16,False,False
587109,75173,6,False,False
587110,75175,19,False,False
587110,75176,15,False,False
587111,75178,9,False,False
587112,75180,16,False,False
587118,75209,7,False,False
587118,75210,19,False,False
587119,75212,5,True,True
587120,75214,13,False,False
587121,75216,5,False,False
587123,75221,9,False,False
587124,75223,22,False,False
587125,75225,4,False,False
587129,75244,8,False,False
587129,75245,21,False,False
587129,75246,13,False,False
587130,75248,10,False,False
587131,75250,14,False,False
587131,75251,16,False,False
587131,75252,12,False,False
587137,75264,5,False,True
587140,75285,11,False,False
587143,75296,9,False,False
587148,75310,5,False,True
587148,75311,5,False,False
587148,75312,11,False,False
587151,75321,7,False,False
587153,75324,18,False,False
587153,75325,3,False,False
587157,78808,11,False,False
587157,78809,18,False,False
587160,78823,13,False,False
587161,78825,9,False,False
587161,78826,18,False,False
587161,78827,6,False,False
587162,78829,13,False,False
587162,78830,11,False,False
587163,78832,12,False,False
587165,78836,9,False,False
587170,78871,4,False,False
587173,78875,4,False,False
587176,78882,10,False,False
587179,78902,20,False,False
587179,78903,20,False,False
587179,78904,11,False,False
587180,78906,24,False,False
587181,78908,9,False,False
587182,78910,21,False,False
587183,78912,11,False,False
587183,78913,8,False,False
587186,78921,9,False,False
587186,78922,3,True,False
587188,78925,17,False,False
587189,78927,11,False,False
587189,78928,2,True,False
587194,78937,20,False,False
587196,78941,10,False,False
587196,78942,10,False,False
587197,78945,9,False,False
587197,78946,11,False,False
587201,78970,15,False,False
587205,78979,20,False,False
587205,78980,11,False,False
587210,78998,5,False,False
587210,78999,6,False,False
587211,79000,10,False,False
587214,79008,7,False,False
587217,79028,10,False,False
587221,79042,18,False,False
587223,79046,13,False,False
587227,79051,26,False,False
587227,79052,15,False,False
587228,79055,23,False,False
587228,79056,11,False,False
587229,79059,17,False,False
587230,79061,16,False,False
587230,79062,13,False,False
587231,79063,12,False,False
587232,79064,11,False,False
587234,79072,5,False,False
587234,79073,5,False,False
587236,79076,3,False,False
587237,79077,14,False,False
587239,79113,10,False,False
587239,79114,5,False,False
587240,79115,16,False,False
587244,79132,9,False,False
587245,79133,12,False,False
587247,79136,12,False,False
587247,79137,5,True,False
587250,79147,3,False,False
587250,79148,3,False,False
587251,79150,7,False,False
587251,79152,5,False,False
587252,79155,9,False,False
587253,79159,18,False,False
587253,79160,7,False,False
587255,82739,7,False,False
587256,82741,13,False,False
587256,82742,9,False,True
587257,82744,9,False,False
587257,82745,17,False,False
587258,82747,20,False,False
587259,82749,21,False,False
587259,82750,15,False,False
587264,82760,13,False,False
587264,82761,29,False,False
587267,82765,29,False,False
587269,82780,22,False,False
587269,82781,9,False,False
587270,82783,4,True,False
587278,82802,6,False,False
587289,82832,13,False,False
587289,82833,7,False,False
587293,82841,17,False,False
587294,82844,26,False,False
587294,82845,8,False,False
587294,82846,5,False,False
587295,82849,5,False,False
587295,82850,5,True,False
587298,82861,7,False,False
587299,82863,3,False,False
587299,82864,9,False,False
587299,82865,7,False,False
587300,82867,16,False,False
587300,82868,21,False,False
587301,82870,6,False,False
587302,82872,9,False,False
587305,82880,15,False,False
587310,82898,10,False,False
587310,82899,19,False,False
587310,82900,11,False,False
587311,82903,13,False,False
587312,82906,9,False,False
587315,82924,17,False,False
587315,82925,8,False,False
587320,82941,19,False,False
587321,82943,15,False,False
587321,82945,19,False,False
587322,82948,5,False,False
587322,82949,2,False,False
587322,82950,9,False,False
587323,82952,21,False,False
587328,82971,17,False,False
587331,82996,19,False,False
587333,83003,9,False,False
587334,83005,7,False,False
587334,83006,8,False,False
587338,83017,8,False,False
587344,83037,13,False,False
587345,83040,35,False,False
587345,83041,5,True,False
587350,83051,40,False,False
587350,83052,31,False,False
587350,83053,11,False,False
587352,83056,14,False,False
587352,83057,14,False,False
587352,83058,7,False,False
587354,83062,9,False,False
587360,86238,11,False,False
587362,86242,24,False,False
587366,86247,16,False,False
587367,86248,13,False,False
587369,86257,10,False,False
587375,86274,3,False,False
587376,86276,8,False,False
587376,86277,8,False,False
587378,86286,6,False,False
587378,86287,13,False,False
587382,86295,19,False,False
587382,86296,11,False,False
587383,86298,10,False,False
587384,86299,14,False,False
587387,86304,9,False,False
587391,86314,9,False,False
587393,86318,15,False,False
587397,86326,12,False,False
587397,86327,9,False,False
587401,86346,13,False,False
587401,86347,11,False,False
587402,86349,6,False,False
587402,86351,9,False,False
587403,86352,5,False,False
587404,86354,27,False,False
587404,86355,11,False,False
587404,86356,27,False,False
587404,86357,11,False,False
587412,86383,10,False,False
587413,86385,4,True,False
587417,86395,11,False,False
587419,86398,14,False,False
587426,86465,5,True,False
587428,86468,5,False,True
587428,86469,10,False,False
587432,86477,10,False,False
587436,86482,22,False,False
587438,86494,13,False,False
587441,86502,14,False,False
587443,86527,5,False,False
587445,86530,5,False,False
587445,86531,10,False,False
587445,86532,9,False,True
587446,86535,19,False,False
587453,86549,13,False,False
587453,86550,13,False,False
587456,88855,11,False,False
587456,88856,19,False,False
587456,88857,13,False,False
587458,88868,5,False,False
587458,88869,9,False,False
587459,88871,9,True,False
587459,88872,9,False,False
587461,88875,22,False,False
587462,88877,9,False,False
587466,88890,19,False,False
587466,88891,21,False,False
587467,88893,10,False,False
587468,88896,16,False,False
587468,88897,5,False,False
587468,88898,16,False,False
587468,88899,5,False,False
587469,88901,5,False,False
587469,88903,11,False,False
587470,88906,14,False,False
587470,88907,9,False,False
587475,88925,24,False,False
587475,88926,14,False,False
587476,88928,2,False,False
587476,88929,2,False,True
587477,88931,15,False,False
587480,88935,5,False,True
587482,88940,23,False,False
587484,88942,8,False,False
587487,88951,20,False,False
587487,88952,21,False,False
587488,88955,11,False,False
587490,88960,15,False,False
587494,88967,14,False,False
587496,88976,29,False,False
587496,88977,15,False,False
587501,89005,22,False,False
587501,89006,8,False,False
587503,89008,14,False,False
587504,89009,23,False,False
587508,89025,8,False,False
587509,89027,6,True,False
587509,89028,6,False,False
587512,89036,4,False,False
587517,89052,2,False,False
587521,89079,7,False,False
587521,89080,2,False,False
587521,89081,6,False,False
587525,89094,22,False,False
587526,89097,9,False,False
587528,89102,10,True,False
587528,89103,19,False,False
587532,89111,19,False,False
587532,89112,18,False,False
587532,89113,15,False,False
587532,89114,7,False,False
587535,89141,11,False,False
587538,89152,15,False,False
587539,89154,6,False,False
587539,89155,6,False,False
587539,89156,23,False,False
587540,89159,2,False,False
587540,89160,2,False,False
587540,89161,2,False,False
587545,89181,13,False,False
587545,89182,2,True,False
587545,89184,13,False,False
587545,89185,2,True,False
587546,89187,23,False,False
587546,89188,9,False,False
587547,89191,15,False,False
587548,89193,9,False,False
587553,89204,11,False,False
587553,89205,9,False,False
587566,92145,16,False,False
587567,92147,26,False,False
587567,92148,11,False,False
587570,92157,15,False,False
587572,92160,12,False,False
587572,92161,3,True,False
